User,Username,User Description,Followers Count,Friends Count,Time,Tweet,Location,Retweeted Tweet,Retweet Count,Fav Count
Tom Looby,mapocoloco,"Ogdensburg-Syracuse-Tucson-Bainbridge-Roswell-Canton-Albuquerque-Schenectady/husband,father,grandfather,brother,uncle, Engineer, Runner. RT's not endorsements.",1108,1406,Mon Dec 12 02:55:16 +0000 2016,"RT @nytimes: Donald Trump indicated that, as president, he would take the daily intelligence briefing ""when I need it"" https://t.co/3V8bqwm","Peabody, MA",Yes,1318,0
Donald McKenzie II,DonMcKenzie,Don McKenzie is one of the great American drummers of the twenty-first century. This powerhouse musician and composer hails from New York City.,1875,5001,Mon Dec 12 02:55:16 +0000 2016,RT @Delo_Taylor: I was never 100% on board with Bernie &amp; some of his Stans may have been obnoxious but they did have a plan for stopping Tr,,Yes,22,0
Active Resistance,rappahannockmag,Emperor Palpatine has seized the throne by exploiting ignorance and fear. I will be joining the Rebel Alliance. May the Force be with us all.,784,1120,Mon Dec 12 02:55:16 +0000 2016,"RT @JohnWDean: Notwithstanding Trump's efforts to kill this, there are a few real Americans in the US Senate who want answers: https://t.co","Fredericksburg, Virginia",Yes,136,0
Lisa Schober,schober_lisa,"Just a tree hugging liberal nurse,  ex-New Yorker, living in conservative Amish country.  (you just can't make that up)",28,176,Mon Dec 12 02:55:16 +0000 2016,@arnonmishkin @Martina @Bencjacobs Trumps father had Alzheimer's.  Trump is showing signs himself.  He is being manipulated by Russia.,"Lititz, PA",No,0,0
serge poznanski,serge_poznanski,,977,2154,Mon Dec 12 02:55:16 +0000 2016,"FT: Trump puts four-decade old ""One China"" policy in play: Trumps position is you can trade anything  https://t.co/sqhZdwbYkr",,No,0,0
Thomas Halsey,thalsey51,"Anything BUT Politically Correct! Catholic, Pro-Life, Pro-2nd A., Never Back Down From What's Right. Trying to Expose Our Corrupt And Lawless Government",7458,7054,Mon Dec 12 02:55:16 +0000 2016,Secret CIA Assessment Story About Russia Helping Trump is Fake News Youve Been Warned About https://t.co/uMG6yQmixc via @DCClothesline,"North Carolina, USA",No,0,0
Sweetteaforme,sweettea4me925,Lover of sweet tea. Mom. Wife. Homeschooler. Feminist. #StillWithHer #BlackLivesMatter #RefugeesWelcome #LoveWins #IllWalkWithYou #RESISTANCE,88,503,Mon Dec 12 02:55:15 +0000 2016,RT @amjoyshow: Trump advisers with Russian ties https://t.co/hISlPTqQ2m via @amjoyshow,United States,Yes,122,0
Nate Rosenberg,lord_rosenberg,That guy with too many opinions. And fabulous hair. #readyforhillary and #twostatesnow,158,460,Mon Dec 12 02:55:15 +0000 2016,"RT @netw3rk: 2016

Media: white supremacists dress nice now

Teen Vogue: Trump is destroying democracy",,Yes,7903,0
Susan Mirabella,semirabella,,10,70,Mon Dec 12 02:55:15 +0000 2016,"RT @TimOBrien: We're now in the era of a PEOTUS who dismisses facts, routinely lies, and creates false realities for supporters: https://t.",,Yes,538,0
Kar Whore,karwhore,,0,5,Mon Dec 12 02:55:15 +0000 2016,Trump forgoes security briefings but not tweeting. I feel safer already.,,No,0,0
Puppy Training Tips,puppy_training_,"How to train a puppy and a dog step by step to sit, to come, to stay, stop bitting, not to bark and more https://t.co/S6QMOtFy5f",968,1738,Mon Dec 12 02:55:15 +0000 2016,"#WolrdNews

New York Times

Trump Suggests Using Bedrock China Policy as Bargaining ChipNew York TimesPresident-ele https://t.co/dMTHtcInKe",United States,No,0,0
hello,LetsSeeLife,,45,384,Mon Dec 12 02:55:15 +0000 2016,RT @ObamaMalik: Let us support those who were in the fox hole with Mr.Trump.,,Yes,97,0
Terry Soileau,TerrySoileau,"I am a retired attorney.  My civil war novel, A DIFFERENCE OF PURPOSE, is now available. The link for the paperback is http://t.co/kmu1OplHlL",4892,5063,Mon Dec 12 02:55:15 +0000 2016,"RT @ABCPolitics: Poll shows public skeptical over key Trump proposals, from cutting environmental regulations to repealing Obamacare https:","Houston, TX",Yes,38,0
LiberalLinda,LSoudek,"Proud, unapologetic liberal fighting the good fight in a red state, teacher/speech and debate coach, and Baylor mom/fan.",169,233,Mon Dec 12 02:55:15 +0000 2016,"RT @CaptainsLog2016: Donald Trump is pretty upset because Navy didn't win

He was going to root for Army

But then he found out they were n",,Yes,45,0
THELASTAMERICANREBEL,WLSTONE1,"SINGER ,SONG WRITER ,AUTHOR 8 GRAMMY NOMINATIONS IN 2001  FOR THE LAST AMERICAN REBELS",1497,1394,Mon Dec 12 02:55:15 +0000 2016,"RT @FoxNews: .@JudgeJeanine: ""We have a new Pres.-elect. His name is Donald J. Trump. So move over, Barack. Move over, Hillary."" https://t.",USA,Yes,1488,0
Apple Cup Blues,AppleCupBlues,$ $ The Artist FKA Qualls $ $,25,120,Mon Dec 12 02:55:15 +0000 2016,"""...the combined wealth of Trump's prospective cabinet tops $14 billion  more than 30 times greater than that of e https://t.co/jnpVl5HOmi",,No,0,0
Olivia Allen,OliviaAllenC, This is my first year of paying attention to politics. I love everything about Mr. Trump he is what our country needs! We need him Now!!,2947,4348,Mon Dec 12 02:55:15 +0000 2016,"Rand Paul: Unrealistic, Unfair to Expect Trump to Sell All of His Businesses https://t.co/Epq0lgPFK8 https://t.co/B530oW4tyM","Texas, USA",No,0,0
Ann Nutting,intl_traveller,"INTJ. Progressive politics, fiction and science. Trying to do better and be better.",328,1739,Mon Dec 12 02:55:15 +0000 2016,"RT @davidfrum: US intelligence community: Russia acted to install Trump. 18 months from now, there wont be a US intelligence community wor","Washington, dc",Yes,3624,0
AnonBruja,AnonBruja,#anonfamily #LGBTQ  #atheist #ImWithHer #Hillary2016 #BlackLivesMatter #VetsAgainstTrump Retired Government Employee. RWNJs will be mocked accordingly,3691,5002,Mon Dec 12 02:55:15 +0000 2016,"RT @McClatchyDC: Since his election win, Trump has talked to Putin more than any other world leader https://t.co/mLBJ0589N3 https://t.co/QN",United States,Yes,1200,0
eloinformada,eloinformada,,236,314,Mon Dec 12 02:55:15 +0000 2016,RT @franchosa: Empiezo a entender por qu gan Trump https://t.co/OhmRp3ubzc,,Yes,3,0
TalcottFactors,FactorsTalcott,Private financing company in factoring and asset lending in Metro Manila,2898,4999,Mon Dec 12 02:55:15 +0000 2016,RT @yojudenz: Trump Is Planning on Giving Up a Presidential Luxury to Save 'Out of Control' Cost to Taxpayers https://t.co/HDaiBi20jR,Republic of the Philippines,Yes,2,0
Karma Kitty ,KarmaKittySays,"Karma, serving up justice one asshole at a time.",4558,4869,Mon Dec 12 02:55:15 +0000 2016,RT @V_of_Europe: Trump: Democrats Just Suffered One of Greatest Defeats in History of Politics  https://t.co/L255CE0Kjp,Planet Earth ,Yes,6,0
JoeSalt,OldBarbedWire,Looking forward to President Hillary Clinton. No more trumpery. Just hope we can clean up the mess he's made.,366,739,Mon Dec 12 02:55:15 +0000 2016,We hang on your every tweet Mr. Trump. https://t.co/GBkGFsCEco,Every Town,No,0,0
Giselle Grenier,gisellegrenier,,84,363,Mon Dec 12 02:55:15 +0000 2016,"RT @cjcmichel: Wife of Richard Spencer, alt-right figurehead, has translated writings of Alexander Dugin: https://t.co/x9jh55bO2V",,Yes,119,0
Daesh are Evil,EVIL_DAESH,#Daesh are a bunch of evil bastards. picture of Alan Henning may his soul rest in peace.   (I'm Anti #ISIS #IS #ISIL #Daesh #IslamicState),156,105,Mon Dec 12 02:55:15 +0000 2016,#US #China war is coming: World War 3 threat as China promises more nukes to 'prepare' https://t.co/ed43wPZcrR #WorldWar3 #NuclearWar #USA,UK,No,0,0
KRCSmith062,KRCSmith62,Pro-Peace...Peace Only...No War!,536,5001,Mon Dec 12 02:55:14 +0000 2016,RT @MrDane1982: At this point you look un-American while supporting Russia war with America. Donald Trump works for Putin not with him. htt,"Hartford, CT",Yes,45,0
HomeOfTheBrave,BourneInTexas,Medic/RN. Married to a Brit Firefighter. Daughter of Police Officer/Proud Veteran. SupportOurTroops. ThinBlueLine. EMS. 1A 2A TrumpPence2016,12737,11514,Mon Dec 12 02:55:14 +0000 2016,"RT @MagicRoyalty: On election night, Trump offered to buy Hillary's $7 million dollars worth of fireworks for 5 cents on the dollar! 
http",America,Yes,26,0
Agnew,AlwaysAgnew,Famed Bastard. Freelance.,324,1052,Mon Dec 12 02:55:14 +0000 2016,"RT @abbydphillip: Trump on Fox News Sunday says he doesn't need daily intelligence briefings as POTUS because he's ""smart"" https://t.co/OUi","Aldershot, England ",Yes,4698,0
gizmo' s view,RickySi16087724,"Blessed be the LORD my strength which teaches my hands to war,and my fingers to fight",836,2142,Mon Dec 12 02:55:14 +0000 2016,@shannonsbeau  I sure hope Trump watches His back side He's uncovering corruption that we would never of known if not for Him,"Texas, USA",No,0,0
DEPLORABLE Barbie,baumsche,"THE REAL WAR IS THE WAR ON WHITE MEN, THE UNBORN, GOD, GUNS, AND TRADITIONAL MARRIAGE. NEVER TRUST THE MEDIA OR A DEMOCRAT....CONSERVATIVE. TRUMP!",5276,3836,Mon Dec 12 02:55:14 +0000 2016,"Before Trump, there was a Muslim registry. It caught no terrorists https://t.co/QXHn9of1Gy",United States,No,0,0
Science report,Sciencereport36,Your source for the latest news on Science.,4039,4219,Mon Dec 12 02:55:14 +0000 2016,What Future Awaits The Science Department Under Trump Administration? - iTech Post https://t.co/d5nbMFZTmx,,No,0,0
.,Pete_Mercury,Psalms 23:4.,7031,6440,Mon Dec 12 02:55:14 +0000 2016,Y'all out here in the cold to protest Donald Trump but you can't get off your ass and volunteer in the hood,410 ,No,0,0
Bonifacio Zamacona,B_Zamacona,Periodista comprometido con la verdad en nuestro pas. #EntrateMxico,1086,301,Mon Dec 12 02:55:14 +0000 2016,La comunidad de inteligencia de EU se alarm ante los comentarios y el rechazo de Donald Trump https://t.co/P7BzK25ytM,"Toluca, Mxico",No,0,0
zelidasquare,Zelidasquare,,3381,3462,Mon Dec 12 02:55:14 +0000 2016,"RT @vermaak_martin: @mitchellvii 
They have to stay the course as they have no choice 
If Trump did not win The media would start operating",,Yes,1,0
Ari Fantis,rprez2012,I'm 31 from NYC. Currently attaining doctorate in political science at NYU. Republican. Donald Trump/Mike Pence 2016 #TeamSuperman #TeamCap,1283,3057,Mon Dec 12 02:55:14 +0000 2016,RT @FoxNewsSunday: We hope you enjoyed the show today w/ President-elect Trump as he spoke in his first Sunday show interview since winning,New York,Yes,8,0
Nick Riccardi,NickRiccardi,"AP western political reporter. Father, hiker, pizza snob, Mets fan, sarcastic tweeter. RTs confirm your darkest suspicions. NRiccardi@ap.org (720) 470-4319.",5220,589,Mon Dec 12 02:55:14 +0000 2016,"RT @TimOBrien: We're now in the era of a PEOTUS who dismisses facts, routinely lies, and creates false realities for supporters: https://t.",Denver,Yes,538,0
Mo Meldrum,MoMeldrum,"Breast cancer advocate; retired chair, Komen Detroit Race for the Cure and director,  Breast Cancer Special Programs - Barbara Ann Karmanos Cancer Institute",130,618,Mon Dec 12 02:55:14 +0000 2016,"RT @kurteichenwald: Trump's approval rating now lower than all PRESIDENT averages except for 2nd term of Truman, Nixon and GW Bush. Unprece",,Yes,3564,0
,zwwwara,"Flutist, thinker, student of this Action Planet, celebrator of life #Election2016 Government & Politics Music Classic Rock Classical Music Jazz",37,165,Mon Dec 12 02:55:14 +0000 2016,"RT @amjoyshow: Scott Dworkin (@FUNDER) started #TrumpLeaks documenting hundreds of Trump's Russian ties, which the #FBI has denied or not r","Columbus, OH",Yes,1446,0
Deplorable Sense,mile_high_33,He's my President.                          Liberalism is a disease.,2730,4558,Mon Dec 12 02:55:14 +0000 2016,@AndNowIWrite how would you know when it's been your type in charge for last 8 yrs. trump will save this country and u idiots won't admit it,"Denver, CO",No,0,0
,matometrump,,1118,1124,Mon Dec 12 02:55:14 +0000 2016,   livedoor https://t.co/qbstkpUtD1,"New York, USA",No,0,0
Donito Trumpilini,Mr_Zues_1,il douche for America,55,132,Mon Dec 12 02:55:13 +0000 2016,"@DavidCornDC A thought: Alec Baldwin,as trump,does intelligence briefings on SNL.trump will think he's giving the briefings to himself.",,No,0,0
"Donald G. Kosin Jr,",donkosin,"Liberal Catholic White Sox fan, Northwestern and Georgetown Alum, Nationals season ticket holder, husband, father, and passionate supporter of the ACA.",741,1861,Mon Dec 12 02:55:13 +0000 2016,"RT @kurteichenwald: When Obama used Dijon mustard, Fox attackd him 4 not using yellow mustrd (true) Yet they shrug when Trump says doesnt n",Washington DC/Chevy Chase Md,Yes,4186,0
Kirsty,Kirstycat1209,"Quirky oddball mom who loves history, travel & books, oh & politics...(Opinions are my own.)",517,799,Mon Dec 12 02:55:13 +0000 2016,"RT @GusSent: Now calculate the value of all the free, excessive airtime for Trump by tv media--and realize the money was spent, just not by",Maryland,Yes,1,0
Galina Galanos,GalinaGalanos,"Levyerrez a morir!  David Garrett    Nolistas, por favor. No lists, please.",1771,694,Mon Dec 12 02:55:13 +0000 2016,"RT @bennydiego: ""Nobody really knows"" except the entire scientific community. His ignorance is astounding. #climatechange https://t.co/f2yp",Del tingo al tango,Yes,146,0
Laura Kuehn,LKuehn4,Zankie AF~Zach Rance and Frankie J Grande are magical together~Grandtourage~Zacharoo,530,1377,Mon Dec 12 02:55:13 +0000 2016,"RT @kurteichenwald: If Trump started getting praise 4  appointments from ISIS, do you think Fox News would start running stories about how",Chicago,Yes,314,0
Deplorable Brady,KohenBrady,,24,69,Mon Dec 12 02:55:13 +0000 2016,RT @FoxNewsSunday: We hope you enjoyed the show today w/ President-elect Trump as he spoke in his first Sunday show interview since winning,,Yes,8,0
FilistineNowNoticias,FilistineNow,"Noticias de Palestina y el Mundo las 24 hrs. Portales en Ingles, Espaol y rabe.",1224,930,Mon Dec 12 02:55:13 +0000 2016,"#MedioOriente Boeing Seeks to Sell Planes to Iran, and the Deal to Trump https://t.co/2zRKNnIW6c #NYTIMES",,No,0,0
Jo Ellen Davey Cohen,bluedevildavey,It Never Troubles The Wolf How Many The Sheep May Be ~ Virgil,16733,16545,Mon Dec 12 02:55:13 +0000 2016,"RT @IslamismMap: #MuslimBrotherhood's CAIR (https://t.co/TEMgYRfHfu) fears @GenFlynn, bc he believes #Islamism is existential threat
https:",America | Born Sunday April 13,Yes,30,0
Cory K. Crabtree,CoryKCrabtree,Retweets do not necessarily equal an endorsement.,78,462,Mon Dec 12 02:55:13 +0000 2016,"RT @thehill: Biden: Trump ran ""most vicious"" campaign I've ever seen
https://t.co/60eCL3owHK https://t.co/rRCW6OVCmR","Chicago, Illinois",Yes,29,0
partynauseous27,partynauseous27, #JOANNE OUT NOW!!!!  BUY IT ON #ITUNES,230,248,Mon Dec 12 02:55:13 +0000 2016,RT @EW: Do NOT tweet Donald Trump right now telling him that Alec Baldwin just won a #CriticsChoice award for his #SNL portrayal of him. ,,Yes,131,0
Victoria Randall,NewsLycaness19,Raised as a Princess. Liberal Warriors are on the right side of History! 20 years experience as a Reporter w/CBS News Chicago & LA. RWNJS WILL BE BLOCKED,270,336,Mon Dec 12 02:55:13 +0000 2016,"RT @frankrichny: By holding back RNC emails, Putin didn't just help install Trump in White House but has means to blackmail GOP to do his b","Chino Hills, CA",Yes,7955,0
Old96er,Old96er1,,17,92,Mon Dec 12 02:55:13 +0000 2016,@keithlaw @jnpaquet I heard that Trump really does poop his pants though.,,No,0,0
gabriel goffman,goffmania,Goffmania,125,745,Mon Dec 12 02:55:13 +0000 2016,"RT @Noahpinion: Prediction: Trump will push hard to kill alternative energy technology. After all, Russia is a petrostate... https://t.co/f",America,Yes,7,0
A Hundred Tacks,a_hundred_tacks,,17,104,Mon Dec 12 02:55:13 +0000 2016,RT @mattyglesias: Trump pretending to dislike the network that hired a special stable of relentlessly pro-Trump pundits is egregious https:,,Yes,116,0
Dsqrd,Fernasteady,But Americas done it. Weve actually elected an internet troll as our president. --Dave Chapelle,85,262,Mon Dec 12 02:55:13 +0000 2016,"RT @NPR: NPR has independently confirmed the CIA's new assessment, which concludes that ""Russia was trying to tip the election to Trump."" h",,Yes,6187,0
CD Cat,hwhlj321,Politics Parenting Humor TV Shows,139,358,Mon Dec 12 02:55:13 +0000 2016,"RT @BrettArends: Hey, Netanyahu! If #Trump is such a friend of Jews, why does he hang out with Ann ""f---ing Jews"" Coulter?","Huntsville, AL",Yes,5,0
Kim Shirley,KimShirley123,,76,144,Mon Dec 12 02:55:13 +0000 2016,RT @pharris830: President Obama showing Trump around the Oval Office! https://t.co/pm8lVyGsFY,,Yes,161,0
Stephanie In TX,StephanieMilli3,#MakeAmericaGreatAgain,2421,2892,Mon Dec 12 02:55:13 +0000 2016,RT @PrisonPlanet: Michael Moore: Something Crazy Could Happen to Stop Trump Becoming President - https://t.co/voVcYwLTJx https://t.co/WD0,"Texas, USA",Yes,978,0
Mary Johnson,joh53293471,Sincerely devoted to spreading the truth. No more lies. Have to laugh a little too.,450,552,Mon Dec 12 02:55:13 +0000 2016,RT @kurteichenwald: The intel briefings include critical information designed to keep our troops safe. It changes every day. Trump ignores,,Yes,816,0
LE Durfey,LE_Durfey,"The fool doth think he is wise, but the wise man knows himself to be a fool.",49,179,Mon Dec 12 02:55:13 +0000 2016,"RT @FT: Trump puts four-decade old ""One China"" policy in play: Trumps position is you can trade anything  https://t.co/QEyRMK01nQ",,Yes,9,0
John Lovrensky,JLovrensky,,68,311,Mon Dec 12 02:55:13 +0000 2016,"RT @sluggahjells: In which Trump comes to the Army-Navy game, only to then diss the Army-Navy game about not having the ""best football."" ht",,Yes,676,0
Science share news,Sciencesharenew,All the latest breaking news about Science,6460,5521,Mon Dec 12 02:55:13 +0000 2016,What Future Awaits The Science Department Under Trump Administration? - iTech Post https://t.co/VprQLvedXB,"CANADA, Grande Prairie ",No,0,0
Casey,Patrioticgirl86,Christian~Wife~Mother~Loves  #ProLife #SupportsLEO #SupportsUSMilitary #StandWithIsrael #2A #DrainTheSwamp No DM's,13902,3420,Mon Dec 12 02:55:13 +0000 2016,RT @JrcheneyJohn: The #FakeNews Media has been Neutered by Trump and they have become Irrelevant #TrumpEffect  https://t.co/8ArN8MrraK,,Yes,321,0
caitlin,caitlinsloanx,Insta~caitlinsloan,570,400,Mon Dec 12 02:55:13 +0000 2016,RT @charlymim: Why does my dad look like Donald Trump :-(  https://t.co/qRToKfj8q1,with georgia,Yes,1,0
Imagine,KristaKaroFL,FACTS MATTER. THE Ohio State Univ Alum #GoBucks #Steelers #HEAT #GiveBack #EndRacism #StopChildAbuse #StandUp2Bullying,8353,7831,Mon Dec 12 02:55:13 +0000 2016,".@realDonaldTrump Trying to get Trump to read intel reports instead of watch tv, is like telling ur kids to do their homework on a weekend.",,No,0,0
SusanBr,grandpooba5440,,387,43,Mon Dec 12 02:55:13 +0000 2016,RT @ActionTime: CIA: Russia Stole Presidency via Trump.US Electoral College Can WIN It Back #NotMyPresident #Resistance #Resist #RT https:/,,Yes,120,0
Barton Webb,agrippa550,,28,41,Mon Dec 12 02:55:13 +0000 2016,"RT @LindaSuhler: The Silent Majority STOOD with Donald J. Trump and we shocked the world.
Never underestimate pissed-off Patriots.

#Presid",,Yes,1292,0
eveline kipping,evelinekipping,,26,107,Mon Dec 12 02:55:12 +0000 2016,"RT @HuffingtonPost: Trevor Noah still can't figure out why Donald Trump calls China ""Jina"" https://t.co/qV216LQLMv https://t.co/lI5LkfdFpu",,Yes,75,0
PUPPYBOY,KroekerTony,"Deplorable mrd 28yr 4kds TRASK mt. REPUB. If it runs, We chase it,TRUMP wins
 UDONTHUNT,UDONTKNOW.GOD BLESS US ALL/2A/LEOS/VETS/MAGAJESUS/BACKTHEBLUE",1475,2429,Mon Dec 12 02:55:12 +0000 2016,RT @tazie34: Traitors John McCain and Lindsey Graham JOIN DEMOCRATS to DELEGITIMIZE President-Elect Trump https://t.co/a0SzOaW8mx,United States OR. wine country,Yes,15,0
Shawn Morse,ShawnMorse_,,31,135,Mon Dec 12 02:55:12 +0000 2016,RT @GrrrGraphics: New #BenGarrison #Cartoon #NewBroom #Trump #Maga Sweep away the dirt/ #FakeNews ! more cartoons at https://t.co/Oj98iIxEA,Washington,Yes,381,0
jk king,JkFlower60,"Wife,Mom,Grandma,Seahawk12,Politics junkie, Birder,Book,Movie,TV fan, Beatles, BB King& P!nk Rock! B nice ppl.",68,218,Mon Dec 12 02:55:12 +0000 2016,"RT @seankent: Trump voters, does this seem like a legit reason for skipping intelligence briefings? Does it inspire confidence?   https://t","Washington, USA",Yes,964,0
Stephen,oxfordtarheel,Raleigh Native. Progressive Democrat.,81,583,Mon Dec 12 02:55:12 +0000 2016,RT @kurteichenwald: We CANT be split lib/conserv or GOP/Dem over Russia hack issue. This is an American issue. Trump can prove he is indepe,,Yes,2067,0
Alex,FMAlchemist,...fantasy is not an escape from our world but an invitation to go deeper into it.  -Andrew Slack of the Harry Potter Alliance,275,1054,Mon Dec 12 02:55:12 +0000 2016,RT @BillMoyersHQ: To #Trump from Bill Moyers &amp; @MichaelWinship: No bribes in the form of tax cuts for big business. No backdoor deals. http,,Yes,24,0
Figment,Figment_Imagine,Traveling North American in an RV enjoying our retirement from higher ed. administration,415,149,Mon Dec 12 02:55:12 +0000 2016,But he's a white male who fawns over tRump. https://t.co/j9aXeayRhT,North America,No,0,0
mjc,martycoultas,*You're,893,378,Mon Dec 12 02:55:12 +0000 2016,"RT @sluggahjells: In which Trump comes to the Army-Navy game, only to then diss the Army-Navy game about not having the ""best football."" ht",#GoPackGo ,Yes,677,0
Libertarian896,Libertarian896,Integrity is doing the right thing when no one is watching.,4338,2456,Mon Dec 12 02:55:12 +0000 2016,"RT @slone: YOU McCain are a ""matter of concern"" to Trump voters. YOU are a globalist pig who has helped destroy the US and the world. ENOUG",Texas,Yes,16,0
Es por tu bien,Espormibien,,25,48,Mon Dec 12 02:55:12 +0000 2016,@bessbell @realDonaldTrump real Americans voted Trump!!  Not #clintonstench,,No,0,0
Amy Abler,pianodiva11,PianoDivalicious! World citizen. Frequent traveler and concert artist. Seeking better angels.,348,960,Mon Dec 12 02:55:12 +0000 2016,"RT @ClimateCentral: Trump's pick to run the Interior Department, Cathy McMorris Rodgers, has an extreme anti-environment voting record ht",Edinburgh Festival Fringe,Yes,32,0
NMP,oufenix,"Mother of two and proud wife of a Veteran
#NotMyPresident #StillWithHer  #StrongerTogether #LoveTrumpsHate
#RESIST",3054,4497,Mon Dec 12 02:55:12 +0000 2016,RT @TheGnudz: @RachieBabe079 Why do you people keep giving Trump a pass when he's actually doing the very things you falsely accused Clinto,Oklahoma,Yes,10,0
Jen Rothe,JenRothe,,42,267,Mon Dec 12 02:55:12 +0000 2016,"RT @kurteichenwald: Trump says: So smart doesnt need daily intel briefings, knows more about ISIS than military, knows tax code better than",,Yes,354,0
Edlyn,razzleberry_e,"A feminist who loves romance, books, films, music, fashion, photography, history and science. I love Kristen Stewart and Kelly Clarkson. #StillWithHer",600,1677,Mon Dec 12 02:55:12 +0000 2016,"RT @mattdpearce: Behold, the next four years of our lives: https://t.co/fxANTMHByO https://t.co/oDbqsZLMOX",USA,Yes,809,0
Scott Fenrislfr,XMerc45,USMC MGySgt (Ret) | US Marshall (Ret) | Gold Trader | (Worldwide) | 2nd AMENDMENT GUARDIAN   | BAN ISLAM IN AMERICA | ISRAEL | Scorpio ,1128,1842,Mon Dec 12 02:55:12 +0000 2016,"RT @blaubok: When her election was 98% certain - Hillary assured Trump - the election isn't rigged
When she lost - the election was rigged",Dark Side of the Moon,Yes,176,0
Captain Truth,TruthTeamOne,"Small business owner. Musician. Democrat. Mostly tweet politics, some humor, science, music, cars. Trump is #NotMyPresident. #TheResistance",3351,3052,Mon Dec 12 02:55:12 +0000 2016,RT @MrJamesonNeat: US Justice Department: Prosecute Trump for illegal activities before the Dec. 19 Electoral College Vo... https://t.co/wv,Reality,Yes,8,0
George brown,georgebrown06,,34,175,Mon Dec 12 02:55:12 +0000 2016,RT @TheDailyEdge: I think Paul Ryan's enthusiasm for killing Medicare may be blinding him to some of Trump's flaws. https://t.co/ZfCi71ykKN,,Yes,176,0
Aviation share,Aviationshare,It is all about Aviation.,1697,2300,Mon Dec 12 02:55:12 +0000 2016,Jim Cramer: Boeing tweet confirms trump as negotiator-in - USA TODAY https://t.co/gnyTLFSkHH,,No,0,0
newstest,testrssnews,,175,5,Mon Dec 12 02:55:12 +0000 2016,Trump on Twitter https://t.co/XPBsNQ7pSt,,No,0,0
Norman Matte,NMatte33,This is no time for Ease & Comfort. It is time to Dare & Endure. WC - Trump & Pence! Take our country back!!,2328,4999,Mon Dec 12 02:55:12 +0000 2016,"RT @youlivethrice: We're back, thanks to Trump! #MerryChristmas https://t.co/VltY2nTw7D","New Hampshire, USA",Yes,4,0
,matometrump,,1118,1124,Mon Dec 12 02:55:12 +0000 2016,   https://t.co/zouJ8fejYz,"New York, USA",No,0,0
Pecosbilllubbock,PedroCo16889625,,238,323,Mon Dec 12 02:55:12 +0000 2016,"RT @kurteichenwald: If Trump started getting praise 4  appointments from ISIS, do you think Fox News would start running stories about how",,Yes,314,0
MHarvey,mharvey816,"Romance book blogger. Bleeding heart liberal. Nasty woman. Frequently NSFW. #OldMovieWeirdo
#Royals #Nats",4799,3096,Mon Dec 12 02:55:12 +0000 2016,"RT @SeanMcElwee: Trump gave cabinet positions to 6 major donors, which is unprecedented. Great reporting from @mateagold. https://t.co/2w4v",Northern Virginia,Yes,1317,0
Jennifer,jennifer4nm,,23,105,Mon Dec 12 02:55:12 +0000 2016,"RT @kurteichenwald: Trump says: So smart doesnt need daily intel briefings, knows more about ISIS than military, knows tax code better than",,Yes,354,0
Fishnlady Jones,cynthia_gail,Support President Donald Trump. God bless him & his family.  Conservative Gun Totin Grandma.  Against liberal progressive lunacy.  MAGA,729,868,Mon Dec 12 02:55:12 +0000 2016,"RT @Suthen_boy: Trump bashes CIA, dismisses Russian hacking report https://t.co/YQCXz2jSA3 He knows what corrupt liar O is pulling #tcot #p","Washington, USA",Yes,32,0
Mark Plum,mrmarkplum,Philosopher in the image of Kant,190,345,Mon Dec 12 02:55:11 +0000 2016,RT @FoxNewsSunday: We hope you enjoyed the show today w/ President-elect Trump as he spoke in his first Sunday show interview since winning,,Yes,8,0
DeplorableRick,TheRick35,"TRUMP/Pence 2016 - College Football, Proud Dad of two sons, Life, Liberty & the Pursuit of Happiness",158,276,Mon Dec 12 02:55:11 +0000 2016,"RT @bfraser747: ""To say that the Russians would like 2 have Trump? Look, the Russians have been playing this administration like a fiddle""","Florida, USA",Yes,521,0
Trump Woman,trump_woman,President Elect Trump Is Making America Great Again + Drain The Swamp + 1A + 2A + Healthcare + Veterans + Military - DO NOT ADD ME TO LISTS!!,4055,4472,Mon Dec 12 02:55:11 +0000 2016,@eggvatar John Bolton is NOT in show biz so here's his Bio for your edification. Bolton is SOS Candidate for Trump. https://t.co/NZcdkkGq01,"California, USA",No,0,0
Lauren Miller,laurenm,"Digital Director, Sen. Elizabeth Warren (@elizabethforma, @senwarren). @bpimedia & @bsd alum. Snark is my own.  #mapoli #bospoli #redsox #ucla #emailisdead",5593,2206,Mon Dec 12 02:55:11 +0000 2016,RT @EW: Do NOT tweet Donald Trump right now telling him that Alec Baldwin just won a #CriticsChoice award for his #SNL portrayal of him. ,"Boston, DC",Yes,131,0
 C u R ii ,thePoWer_RangeR,could it be the way i'll catch up ...,5428,4748,Mon Dec 12 02:55:11 +0000 2016,"RT @NBCNews: CIA concludes Russia mounted covert operation to help Trump win, congressional official says https://t.co/hHlhMGJgwL https://t",Georgia State | ATL | #celtics,Yes,766,0
LTS,LisaToddSutton,Political & information junkie.Former conservative now liberal https://t.co/08bnasSffC Obama. Animal lover & a pretty good cook Always I'mWithHer  DumpTrump,8716,8429,Mon Dec 12 02:55:11 +0000 2016,RT @dwaynecobb: ....    So Russia gives election to Trump &amp; Russia gets Tillerson at State and Flynn as National Security Adviser as a bonus,,Yes,1,0
