User,Username,User Description,Followers Count,Friends Count,Time,Tweet,Location,Retweeted Tweet,Retweet Count,Fav Count
March for Progress,march4progress,Politics isn't about left versus right; it's about top versus bottom.,2575,4889,Tue Nov 08 23:59:59 +0000 2016,RT @Vallmeister: Please take a moment to reflect on everything Bernie did for Equality and more Progressive policies during this election #,,Yes,588,0
MacDrone 0029,MacDHistory,"A r/t and/or a star/fave is not a endorsement, just continues discourse.//teaches: Civics, Psychology, U.S. History// contact me at Macdhistory@gmail.com",55,77,Tue Nov 08 23:59:59 +0000 2016,RT @washingtonpost: Police respond to shooting near Los Angeles-area polling place https://t.co/1255zj2WzQ,,Yes,119,0
david tanner,Dwtjr2,"COB ADDER FOB TALLIL, SGT Ret.",134,204,Tue Nov 08 23:59:59 +0000 2016,"RT @1VoiceMatters: This Election is RIGGED! This is unacceptable! #myvote2016 #ElectionDay #ElectionNight @bfraser747 @peddoc63 @_CFJ_ 
htt",USA,Yes,21,0
Glahn ,glahn_,Adventure writer - Piss ant,381,635,Tue Nov 08 23:59:59 +0000 2016,Election Results and Analysis Live Stream https://t.co/LoBczIPoAv via @YouTube,FEMA Region V,No,0,1
NOVEMBER.Tha19th,1EBezzal,....In the Making,1610,909,Tue Nov 08 23:59:59 +0000 2016,Ian Changing Shit Bout Life After this Election ,MTN 901,No,1,0
Emily Jecker,emily_jecker126,"My life consists of Jay, fish, and my ducks",45,74,Tue Nov 08 23:59:59 +0000 2016,RT @jolie_anderson9: if Hilary wins the election she's gonna have to build a wall to keep us in bc I'm out,,Yes,92,0
Carla Winston,carlawinston5,Educator and proud grandmother to 5 talented grandchildren! I wholeheartedly endorse Trump and believe he wants to #MakeAmericaGreatAgain #TrumpsArmy,2805,3033,Tue Nov 08 23:59:59 +0000 2016,"RT @Mrlend: TELL ALL FRIENDS ESPEC FL, PA, VA, NC - GET OUT AND VOTE YOU'LL DECIDE ELECTION.. POLLERS SAY LATE VOTERS DECIDING = VOTE @TR h","Seminole, TX",Yes,4,0
Patty Hamilton,PattyHamilton19,,19,70,Tue Nov 08 23:59:59 +0000 2016,"RT @JamesOKeefeIII: WOW! Caught more #VoterFraud in N Philly. Election workers caught BREAKING THE LAW. #VeritasIsEverywhere Stay tuned, co",,Yes,3489,0
Sovereign Observer,silverfoxmedia1,,137,282,Tue Nov 08 23:59:59 +0000 2016,"RT @kilmeade: Special election edition of ""Kilmeade and Friends"" 7pm-9am https://t.co/gfZjqu8eBj  @foxandfriends","New York, NY",Yes,10,0
Ciarn O'Brien,Sarklor,Poop (and this one time pig-jizz) scientist. I live in hope that Cora Sherlock will one day be honest.,1259,708,Tue Nov 08 23:59:59 +0000 2016,"RT @maragrunbaum: Well, I came to the Botanical Garden this afternoon to try NOT to think about the election, but https://t.co/6ubdu4smf7",Caaark,Yes,994,0
RiRi,sillyri,"cheers
c\o 2k17 #thisisit",943,1036,Tue Nov 08 23:59:59 +0000 2016,"RT @burgurll: Michellle Obama should run for president next election and her slogan should be ""Ya'll thought we were done""",your dreams ,Yes,83432,0
Tim,wolfwood207,Student of Sociology,9,80,Tue Nov 08 23:59:59 +0000 2016,I liked a @YouTube video https://t.co/25urjYnm2g The Daily Show - The Final Days of the 2016 Election,"Cumming, GA",No,0,0
Elections TW Votes,election_votes,All vote polls! Elections 2016 (updating...) Taking no side #TwitterKnows,48,198,Tue Nov 08 23:59:59 +0000 2016,RT @C_Smatana: Who are you voting for Trump or Clinton?!? #ElectionDay #USElection2016 #ElectionNight #HillaryClintonForPresident #DonaldTr,"New York, USA",Yes,2,0
Proud American,mottstreet6,No lists,270,295,Tue Nov 08 23:59:59 +0000 2016,RT @realDonaldTrump: I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!,"Florida, USA",Yes,25243,0
WHAS11 News Desk,WHAS11NewsDesk,"Assignment Desk for WHAS11 News, ABC affiliate in Louisville, KY.  Do you have a news tip call the newsroom at 502-582-7220.",3219,70,Tue Nov 08 23:59:59 +0000 2016,RT @WHAS11Kayla: Here's what KY Senate President Robert Stivers had to say ahead of tonight's election. The GOP has the... https://t.co/cCO,"Louisville, KY",Yes,1,0
ROGUE C1-10PA,thatdaba,What else you got?,56,106,Tue Nov 08 23:59:59 +0000 2016,"RT @TheLastRefuge2: Typical Nevada Politics.  Election Officials/Workers wearing ""Defeat Trump"" T-Shirts. https://t.co/TqlBqmjy0G",,Yes,961,0
Roy Wilson,stratocat1012,I'm sick of the progressives that run this country especially those that have lied for my vote in the GOP. I expected better!,582,977,Tue Nov 08 23:59:59 +0000 2016,"RT @Bikers4Trump: We need Trump &amp; #ImVotingBecause @HillaryClinton is a criminal &amp; must be stopped this Election Eve
#RETWEET &amp; Visit https","Franklin, VA",Yes,804,0
Jeff Brooks,BANQVE,Systemic thinking about: #climatechange #HSR #democracy #process #IT #latin #designthinking #logic #robotics #future #solar #wind #oil #law RT  Endorsement,359,3469,Tue Nov 08 23:59:59 +0000 2016,RT @Deggans: Follow #election 2016 results through NPR's live blog here: https://t.co/vcEZp5MQG1,#Sustainability Promoter ,Yes,2,0
this slaw,awwhalenawl,"God over eternity|JTT ENT|Task Force|1st Black Iron Chef| #BrokeBoiz | Qdoba Gang| Black but my Links Cuban| Manager @ Arbys, I got you on a sammich",1133,1272,Tue Nov 08 23:59:59 +0000 2016,RT @iMustPandaLean: It's almost time for the results and I don't mean the election #CFP,That Filthy Fif D,Yes,1,0
Sam B,SJB6991,Traveller - Technology Lover - Writer -Editor - Coach - Dog Waterer,10142,9364,Tue Nov 08 23:59:59 +0000 2016,RT @bawesome84: Who do you honestly think will win the election? Not who you want to win but whom you think will win! @TinaCatalone @JtMobl,United Kingdom,Yes,81,0
Jetty Wap,parettijacob,,638,350,Tue Nov 08 23:59:59 +0000 2016,RT @REALBrianStreng: Joke is on Hillary if she wins the election because that means she has to sit at the desk Monica was under,,Yes,1152,0
34 Year Democrat,EmmaSegasture,@SenSanders is the democrat *real* democrats have been waiting for. #ThankYouBernie ,1158,1195,Tue Nov 08 23:59:59 +0000 2016,RT @EpicallyKaren: #IVotedJillStein &amp; it felt so good to vote #PeoplePlanetAndPeaceOverProfit in this ridiculous insult of an election htt,South Eastern North Carolina,Yes,50,0
Joseph,JoeyVincent98,The names Darryl but I prefer Joey,326,251,Tue Nov 08 23:59:59 +0000 2016,RT @DrunkOldGrad: Here's a #MannequinChallenge from the Corps of Cadets to take your mind off this damn election for a minute. (Works cited,"West Point, NY",Yes,36,0
kayla rodgers,karodgers7,,25,120,Tue Nov 08 23:59:59 +0000 2016,Check out this great event going on at ASU. Dont miss out! #Sponsored https://t.co/7AhPDQJYB1,,No,0,0
Tim,snoopoz,Cargo shorts enthusiast; Replacement-level Tweeter,221,339,Tue Nov 08 23:59:59 +0000 2016,Mrs O insists on watching MSNBC election coverage &amp; I am uncomfortable with this,Chicago,No,0,0
Terry Gonzales,tlynn561,,19,62,Tue Nov 08 23:59:59 +0000 2016,RT @kayleighmcenany: Evening voters could determine this election - you still have time to go vote Trump!!!  #ElectionNight,,Yes,879,0
Austin,lilaustin110,lil nigga doing big things with @rigsbybaby,325,271,Tue Nov 08 23:59:59 +0000 2016,RT @realDonaldTrump: I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!,,Yes,25243,0
lars wants to die,blurrygambino,a lot of people want to::.::a lot of people do,26,136,Tue Nov 08 23:59:59 +0000 2016,When you realize that we're screwed if trump or Hillary wins the election https://t.co/5ULRBFJVIR,Void,No,0,0
Rowena Galavitz,RowenaGalavitz,"Ph.D. student, Indiana University  medieval/early modern/Spain & Latin America/gender/mysticism/convent writing/queer feminism",344,1206,Tue Nov 08 23:59:59 +0000 2016,RT @NPR: Los Angeles authorities say two polling locations are closed due to an active shooter situation. https://t.co/C7Y1uiDgpf,"Bloomington, IN (ex chilanga)",Yes,482,0
OrganicCorn,M7MD_2oo1,I'm OrganicCorn (mido_seagull) I play BF and OW favourite YTber levelcapgaming/Xfactorgaming... Favourite Streamer Timthetatman /Xfactorgaming /Stodeh,73,283,Tue Nov 08 23:59:59 +0000 2016,"RT @IHE_OFFICIAL: I have a new video finished, but I'm thinking about saving it till all the election stress has died down a little.",,Yes,88,0
Eonaleth,DL_Eonaleth,Moglin Lady,4072,1893,Tue Nov 08 23:59:59 +0000 2016,"I am heading off for now to watch the election results, take care my friends.",California,No,0,1
Melissa Logsdon,mlynne3,"#MarineMom, #SoccerMom, #NurseMom, #1WifeGod, Family, Friends & the #USA. Proud Mom/Young 'Grammaw'. #Trump2016 #TrumpPence2016 #TrumpTrain",3779,4030,Tue Nov 08 23:59:59 +0000 2016,"RT @JamesOKeefeIII: WOW! Caught more #VoterFraud in N Philly. Election workers caught BREAKING THE LAW. #VeritasIsEverywhere Stay tuned, co","Saint Louis, Missouri",Yes,3489,0
Travel #4Charity!,minutetravel,Last Minute Travel Deals With A Portion Of Your Purchase Going To Charity. It's So Easy. Please Help. @Travels4Charity by @Michael4Charity. tag #4Charity!,985,1935,Tue Nov 08 23:59:59 +0000 2016,The best way to predict your future is to create it. Abraham Lincoln #quote #quoteoftheday #quotes #election,"Cleveland, OH - San Diego, CA",No,0,0
Sean Lynch,sean_lynch,"Chasing shiny things

 Alum of @dropbox @ycombinator @google @uwaterloo @canada",2348,912,Tue Nov 08 23:59:59 +0000 2016,"When Obama got elected, iPhone had been on sale for a year and had just added 3G support. Can't wait to see where c https://t.co/WMqj1zV2Ey",SF & Cascadia,No,1,4
Freddy Wap,freddie1012,"Its not about where you've been, its about where your going",438,160,Tue Nov 08 23:59:59 +0000 2016,RT @Things4WhitePpl: Breaking up over an election. https://t.co/2K3zfhewRY,new hampshire,Yes,635,0
Steve McCarron KOMO,SteveTVNews,"Reporter @komonews in Seattle after stops in Portland, Fresno, & Yakima. Kent, WA, native. Proud @WSUPullman alum. #GoCougs Story idea? smccarron@komotv.com",4457,3847,Tue Nov 08 23:59:59 +0000 2016,RT @secstatewa: Here's how WA election returns will be reported tonight &amp; in coming days. https://t.co/BwDLwX4ING,"Seattle, WA",Yes,12,0
Frank Furter,See_My_Vest,,35,359,Tue Nov 08 23:59:59 +0000 2016,RT @fakedansavage: I'm retweeting a Republican without sarcasm or snark - this election is insane. https://t.co/mvaoZO0elr,,Yes,167,0
Zack (Avery) Johnson,Zackdjohnson1,AEKB. Roll Tide,494,1800,Tue Nov 08 23:59:59 +0000 2016,RT @Milbank: They built a cash bar at Trump election night party-- and his supporters are going to pay for it. https://t.co/X18u0HieSN,Alabama,Yes,3770,0
Tim,wolfwood207,Student of Sociology,9,80,Tue Nov 08 23:59:59 +0000 2016,I added a video to a @YouTube playlist https://t.co/25urjYnm2g The Daily Show - The Final Days of the 2016 Election,"Cumming, GA",No,0,0
Aaron Vaughn,aaronevaughn,Father of 2 SmickChicks and married to best friend!,286,1702,Tue Nov 08 23:59:59 +0000 2016,"RT @ralphDrussoAP: Election Day. Or as sports writers call it, the day the news desk gets pizza for doing what the sports desk does every n","Chicago, IL",Yes,1595,0
Geoff Clark,geoffreyclark33,HappilyMarried stay at home Dad with a teenage daughter. New lease on life and writing has become my passion instead of depression,633,896,Tue Nov 08 23:59:59 +0000 2016,"#StonedElectionThoughts Exhales nice big cloud, coughs and then asks ""what Election?""",,No,0,2
nafi hanif,nafi9918,,511,1277,Tue Nov 08 23:59:59 +0000 2016,RT @SputnikInt: LIVE UPDATE: @realDonaldTrump currently leads @HillaryClinton as first polls close https://t.co/oTa25kErgX #USElection2016,,Yes,35,0
Ocheph Consulting,InfoOcheph,,25,36,Tue Nov 08 23:59:59 +0000 2016,Electionland Google Trends map helps voters visualize polling station issues https://t.co/tNLOCfzT7D https://t.co/eY2c5VFy8E,,No,0,0
Clare Ferguson,SaltireComic,"Queen Of Scotland.
Busy. English. Funny. Excited. Politics. Happy. 3 Kids. Love my husband. #Comics #Saltire #Superhero.   #Feminist @saltirecomics",1990,1526,Tue Nov 08 23:59:59 +0000 2016,"RT @SaltireComics: Stressed out by Election Day? Need to know Scotland's got your back?
Well we do! Check out our #ElectionDay deal!
https:",facebook.com/saltirecomics,Yes,2,0
Ali,Ali_leyva12,"CD9//Breddy //Jalonso//Fifth harmony //Melanie Martinez//Manu//Gus Quijas//Shawn//Norman//Camren                         

The Walking Dead Forever ",120,339,Tue Nov 08 23:59:59 +0000 2016,"RT @DanaiGurira: Happy Election Day!
Make sure your voice is heard!
Vote!
#ImWithHer.
#TheFutureisFemale https://t.co/s6XK0ZYDzt",,Yes,2623,0
Gone Fishin',CapeMayMeg,Small Govt = Freedom. Big Govt = Slavery to the State's Bureaucracy. Political Correctness = Censorship. RT not = endorsement. #Catholic #PharmD #CIOCHAT,2023,2057,Tue Nov 08 23:59:59 +0000 2016,RT @billy_penn: Some voting machines went down today. @Commish_Schmidt says don't worry about it. https://t.co/YDhwXcpWA6 https://t.co/CVcu,South Jersey (for now anyway!),Yes,1,0
Seth Pierce,sethjpierce,"Husband,Father, Pastor, Author, PhD student",1231,176,Tue Nov 08 23:59:59 +0000 2016,RT @ConanOBrien: Congratulations to the winner of the 2016 presidential election.  Youll be receiving the cleaning bill for Americas pant,Washington,Yes,3541,0
Josh Arden,ardie2pt0,Humanist. Activist. Political/Sociological strategist & analyst. Freelance Writer. Agnostic Theist. Knowledge adventurer. Opinions/Endorsements are my own.,158,589,Tue Nov 08 23:59:59 +0000 2016,RT @BernieSanders: Today is an election of enormous consequence. I hope everybody gets out to vote. #ElectionDay https://t.co/JYYunxLO2R,"Atlanta, GA",Yes,15518,0
leigha,LeighaCrumpler,,254,188,Tue Nov 08 23:59:59 +0000 2016,RT @ParksPics: BREAKING HILLARY CLINTON NEWS THAT COULD COST HER THE ELECTION https://t.co/tdjwZ6McOc,,Yes,5794,0
,CarpeMors90,"A humorous purple duck. Working at a dead-end job part time, and trying to be a writer the rest of the time. I have a hard-working wonderful husband.",60,231,Tue Nov 08 23:59:59 +0000 2016,RT @JeniSelke1: @LeTHaLMiGRaiNe @JamesMArcher @SusanSarandon this is more than a single election. We are building a party for the people. #,"Oregon, USA",Yes,5,0
Meesa,Herityalia,I'm just living my life the best as I can.,34,237,Tue Nov 08 23:59:59 +0000 2016,RT @memeprovider: got my election sticker https://t.co/EBknYdpVzU,"Carthage, NY",Yes,9561,0
shea,sheacollagen,deplorable basement dweller,1578,1678,Tue Nov 08 23:59:59 +0000 2016,"RT @uniqueprophet: OOPS @realDonaldTrump, @trump TRUMP SUPPORTERS, WE HAVE ENDURED TOO MUCH STRESS, EMOTION,EFFORT,DON'T LET LEFT SCUM STEA",,Yes,5,0
Pacifier Gaga ,PacifierGaga,Lover of all things Horror & Tim Burton!  @gagaluvrr 1/24/15 Swinging Raver in your artRAVE Tourbook! Spread Kindness! @MelanieLBBH & @ladygaga = ,14961,10629,Tue Nov 08 23:59:59 +0000 2016,RT @HuffingtonPost: 30 oddly insightful quotes from kids about the election https://t.co/0WwtoflHHU https://t.co/2ghyhcKAOh,a coffin. yes im a vampire.,Yes,232,0
Michael Rokicki,Michael_Rokicki,"@GloriaRokicki and Leslie Quinn are my two beautiful ladies. Go @yankees if I am not at home, I'm wherever the baseball game is. Which in AZ is everywhere.",887,1199,Tue Nov 08 23:59:59 +0000 2016,"@yankeeclassic46 I wanted to watch Santos/Vinick election day episode to feel better. But, Leo. That would make it https://t.co/MErJPgCyXR","Tempe, AZ",No,0,0
TwinParasite,TwinParasite,,9,142,Tue Nov 08 23:59:59 +0000 2016,RT @Milbank: They built a cash bar at Trump election night party-- and his supporters are going to pay for it. https://t.co/X18u0HieSN,Depths of Sloar,Yes,3770,0
K Shutzer,GrimKarl,,456,1128,Tue Nov 08 23:59:59 +0000 2016,RT @LeahR77: Exits! Exits! Exits! POLLS   75%: Take Country Back From Rich &amp; Powerful https://t.co/nIBXu9aHl4  #ElectionNight https://t.,,Yes,726,0
stan dobner,stanleydob,,33,70,Tue Nov 08 23:59:59 +0000 2016,#FOXNEWS2016 Me and my pops watching the best election coverage on Fox News after both doing our part voting pro-li https://t.co/XSgV7HdHgo,,No,0,2
Clare,agent_it,"Certified AML Analyst *Red Sox fan married to Yanks fan * Irish Riviera*
*Registered Independent=Why aren't you*",4229,4050,Tue Nov 08 23:59:59 +0000 2016,RT @NateSilver538: So here's the link to our election night model! Forecast will update as states are CALLED (not on partial returns): http,"Florida, USA",Yes,396,0
the maya ventura ,mayaventura_,Confessions of a teenage heartbreaker.,1627,365,Tue Nov 08 23:59:59 +0000 2016,"just goes to show you, this election isn't Democrats vs. Republicans. it's Those With Common Sense vs. Idiots https://t.co/m0iN450pwO",old dominion university,No,0,0
Fred de Fossard,FdeFossard,"Aspiring fast lane swimmer.

Cooks great food, makes great coffee, has horrible opinions",266,643,Tue Nov 08 23:59:59 +0000 2016,Watching old vlogs by @MujatiBrewing to avoid all this election misery.,On the John Galt Line,No,0,0
Illya Erwin,TRINITYPRAISE,I will bless THE LORD at all times HIS praise shall continually be in my mouth!,29,180,Tue Nov 08 23:59:58 +0000 2016,"RT @mike_pence: This Election Day, America is standing at the crossroads of history. RT this if you're voting for @realDonaldTrump. Togethe","Honolulu, Hi",Yes,8200,0
James Quach,outdoortechie,"Conservative Chinese, Freedom & Dog Lover. My parents escaped Communism to Taiwan, my birthplace; raised in Texas, smoked out of Colorado & now in Tennessee.",166,278,Tue Nov 08 23:59:58 +0000 2016,RT @wikileaks: Assange statement: What are the reasons behind WikiLeaks exposures of the DNC and the Clinton campaign? https://t.co/Q6KEChq,Nashville / Austin / Denver,Yes,7275,0
Lagoon Mysteries,CorianderSleuth,My main goal is to blow up and then act like I don't know nobody.,74,243,Tue Nov 08 23:59:58 +0000 2016,"RT @pardonbeggar: [doing standup]

this election is truly neck and neck

unfortunately one of the candidates is a giraffe

::they take away","Providence, RI",Yes,3,0
klarisa lopez!,lopez_klarisa14,#SushiandHotSauce . #UTSA20 //,115,243,Tue Nov 08 23:59:58 +0000 2016,My Art teacher is putting the election on the projector while we paint :o,"Atascocita, TX",No,0,0
Melissa Ridgley,1blessedbee,Honor is everything.,797,457,Tue Nov 08 23:59:58 +0000 2016,"RT @healthandcents: @payao1a1 ABSOLUTE TRUTH. If #Trump does not win this, we will never have free election again. #Globalists will control","Pennsylvania, USA",Yes,280,0
Jody Bufkin,jodybufkin,Atlanta Comedian. Copywriter in training.,312,756,Tue Nov 08 23:59:58 +0000 2016,"RT @MlquToast: Election Night at #LimerickJunction Free comedy, drink deals, and the future of America! 10PM #atlcomedy",Atlanta,Yes,2,0
MrsDreamStarr_Petty,DreamStarrCEO,"CEO: DreamStarr Publishing/Apperal Publisher:The End Result, Symphony of Sympathy, Youth Motivational Speaker",841,907,Tue Nov 08 23:59:58 +0000 2016,RT @MARLIT0: This election is an insult to intellect,"Washington Township, NJ",Yes,2,0
Casey Humphries,TheHumpty,Christian.  Husband.  Father.  Conservative with Libertarian Tendencies.    Hunter.  Gun Owner.  Tax Payer. My Savior Loves. My Savior Lives.,1443,2107,Tue Nov 08 23:59:58 +0000 2016,"RT @davidsirota: I know Im going out on a limb here, but Im just gonna predict that the winner of the 2016 election will be money and cor",Mississippi,Yes,899,0
Deplorable Dorrie,dorriedeakins,America first!,442,139,Tue Nov 08 23:59:58 +0000 2016,"RT @DonaldJTrumpJr: DRUDGE: ELECTION WILL BE DECIDED BY EVENING VOTERS

GET OUT AND VOTE! Find 5 others. This is our chance to take back Am",,Yes,3152,0
darc.ie,DarcieDarling,it's ultralight beaming UNT20,1017,519,Tue Nov 08 23:59:58 +0000 2016,Finna get BOPPED for this election watch party.,"den10, tx. ",No,0,2
"I, Nobody",GJamesBerigan,"Programmer, debugger; videographer, editor, director; amateur musician (sax, keyboards, guitar, vox); impoverished parental caretaker; employment seeker.",500,754,Tue Nov 08 23:59:58 +0000 2016,Is it really too much to ask that the cable news networks drop their copy-protection flags for their election night coverage? #Election2016,"Lincoln, Nebraska",No,0,0
Cricaholics,Cricaholics,"This is Jawad Hussain, a media all-rounder associated with #Xinhua as Correspondent. I'm a #ClimateReality #ClimateChange #GlobalWarming enthusiast.",805,1111,Tue Nov 08 23:59:58 +0000 2016,RT @itvnews: US Election: Stark difference between how men and women are expected to vote #Election2016 #ElectionNight https://t.co/BfQPcj2,"Karachi, Pakistan",Yes,10,0
EvangPatricia  Dokes,PatriciaDokes55,"An Encourager, with a Heart for people",91,170,Tue Nov 08 23:59:58 +0000 2016,voting in the U.S. Election,ILLINOIS,No,0,0
Jan Jeffcoat,janjeffcoat,"TV News Anchor in Washington, D.C. for @WUSA9 @CBS. Mom. Wife. Believer. Big Dreamer. Former Anchor in Chicago, Houston, Charlotte & Host of National TV show.",6976,2630,Tue Nov 08 23:59:58 +0000 2016,Election Night... she just wants to watch #docmcstuffins &amp; Mommy has to go  for a 2 a.m. https://t.co/BMsWbJARCc,Washington D.C.,No,4,7
Lynda,lyndacsmith,,673,782,Tue Nov 08 23:59:58 +0000 2016,"RT @Stonewall_77: BREAKING: Comey To Be Fired
https://t.co/qq9ow5pCVQ
#MAGA #TrumpTrain
#ElectionDay https://t.co/7yRAvM78ba",,Yes,366,0
Noelle Elizabeth,noelle_eliz,"think happy, stay happy |  sc: noelle.eliz",245,246,Tue Nov 08 23:59:58 +0000 2016,"me: ""not going to class because of the election"" instructor: ""full credit if you show up by halfway through class..."" damnit.",,No,0,1
Steve Gunn,sgunn,"Editor, The Virginian-Pilot & https://t.co/phHLCu4jeL @VirginianPilot | Journalism  addict | Got news? Let me know",2158,1242,Tue Nov 08 23:59:58 +0000 2016,RT @ericasmith: .@travislylesnews and @CatGRog are going to be snapping presidential election results tonight for @virginianpilot. Follow a,"Norfolk, VA",Yes,4,0
Charlotte M,irisheyes8701,"Conservative, Christian, Love History",3282,3382,Tue Nov 08 23:59:58 +0000 2016,RT @WDFx2EU8: ELECTION FRAUD: Utah Election In Shambles! Democrats In Vote-By-Mail State Received Multiple Mail-In Ballots! https://t.co/7h,Reality,Yes,943,0
Bill Cris,BillWarp9,Born in Pittsburgh PA If you are racist or homophobic you may leave my Twitter page immediately! ONE of the original founders of https://t.co/HvStnr5sae Jim Tipton in 95,132,511,Tue Nov 08 23:59:58 +0000 2016,"RT @CNNPolitics: BREAKING: Clinton wins traditional midnight vote in Dixville Notch, New Hampshire https://t.co/fVi0JzyFOr #CNNElection htt",United States,Yes,3018,0
#RipBandz,LANDoCUH,24 hours in a day i need 10 mo! snapchat LANDOsREAL. DB 7/8/14 RIP RONNIE BANDZ,1302,910,Tue Nov 08 23:59:58 +0000 2016,RT @NPR: Los Angeles authorities say two polling locations are closed due to an active shooter situation. https://t.co/C7Y1uiDgpf,"Norf Vallejo, USA",Yes,482,0
Yadullah Hussain,Yad_FPEnergy,FP Digital Editor. News Nerd. Spin Cycle Enthusiast. Lucky. Ex-FP Energy Ed. Ex-Londoner. Ex-Dubaian. Ex-Karachiite.,1971,673,Tue Nov 08 23:59:58 +0000 2016,"Stocks, Canadian dollar and Mexican peso climb as investors await U.S. election results https://t.co/hD2b2owUo8 via @fpinvesting",Toronto,No,0,0
SAISHopkins #MIEF,SAIS_MIEF,"Master of Arts in International Economics and Finance at Johns Hopkins, SAIS",144,354,Tue Nov 08 23:59:58 +0000 2016,"RT @JHU_BIPR: On #USElection2016, after @Erik_Jones_SAIS's introduction on the US Electoral College, a student panel discusses the effects","Washington, DC",Yes,2,0
jolly julz ,jtatumso_,there are mountains within you. hoosier.,337,260,Tue Nov 08 23:59:58 +0000 2016,4ever wondering if some of my friends are gonna delete their tweets when the election is over,"Muncie, IN - Davis, CA",No,0,1
me hoy menoy,bristyIes,,508,199,Tue Nov 08 23:59:58 +0000 2016,"RT @G_Eazy: PLEASE GO OUT AND VOTE WHATEVER YOU DO, THIS COULD BE THE MOST IMPORTANT ELECTION OF OUR LIVES #imwithher #fuckdonaldtrump",,Yes,8003,0
trumpdump,Darksbane7,I screamed at the top of my lungs to the night that even the stars weren't my salvation anymore,133,112,Tue Nov 08 23:59:58 +0000 2016,RT @SWatercolour: My university is showing the election results at a student bar ending at 5am pray for me,|-\,Yes,62,0
Paul Water,paulwatermusic,"bay area raised, chillin in la. producer. Yaga Season out now. produced Digital & AirBNB Life #brandontory",289,207,Tue Nov 08 23:59:58 +0000 2016,"RT @jgillie302: This election has been the EPITOME of House of Cards.
#ElectionDay",Los Angeles,Yes,1,0
Joy.,Jordannnn__,,1212,778,Tue Nov 08 23:59:58 +0000 2016,This election is giving me anxiety,,No,6,2
Stephen Poore,StephenPoore804,"Pastor of @CenterChurchRVA, aspiring thinker, Google fan, shake weight user, slip-on Vans advocate, #VCU fan, lover of #RVA, lord of the dance, and music snob.",1034,296,Tue Nov 08 23:59:58 +0000 2016,RT @YahooSports: Ric Flair voted for exactly who you'd think Ric Flair would vote for: Ric Flair. https://t.co/2GceP31bit https://t.co/wI6G,"Richmond, Va",Yes,44,0
Deplorable Jim,jimmybelshe,#boycottNFL #Trump2016,212,507,Tue Nov 08 23:59:58 +0000 2016,RT @DRUDGE_REPORT: VIDEO: CNN Reporter Shocked Female Voter Not Excited for Hillary... https://t.co/aZtk3j2TsN,Western Colorado,Yes,819,0
delaney !,bfjinyoung,@coIorsjeon: why isn't alexander hamilton on delaney's bias thread he should be her ult,813,81,Tue Nov 08 23:59:58 +0000 2016,the election of 1800,,No,0,0
An Absolute Shower,Jolly_Good_Show,Aphrodite at the waterhole,166,795,Tue Nov 08 23:59:58 +0000 2016,"No way am I staying up for the election results, if the Trumpocalypse happens then Im gonna need a full nights sleep to help deal with it.",,No,0,0
Bear Oyo,bear_oyo,Just a Dog living in a human World.,612,708,Tue Nov 08 23:59:58 +0000 2016,"RT @ProfessorF: Wow another example of Hillary's ""superior"" ground game. That's brilliant. Having election officials tell people who to vot",A backyard somewhere ,Yes,31,0
Steph Longmate,SMLongmate,,48,858,Tue Nov 08 23:59:58 +0000 2016,@BuzzfeedNews I am so happy you are reporting on the election  You guys are making this day bearable ,"Poulsbo, Washington",No,0,0
miller #StillWithHer,asahi_azumane,millershe/her/theySteven UniverseThe Adventure ZoneYuri on Ice,399,257,Tue Nov 08 23:59:58 +0000 2016,"RT @AC360: .@ananavarro: ""It would be sweet, sweet justice if tonight it was the Latino vote that defeated Donald Trump"" https://t.co/ZTdYJ",,Yes,3205,0
Pana Chanthabandith,Panaaa__,New York to London | SJFC '17,335,376,Tue Nov 08 23:59:58 +0000 2016,no matter who wins the election im still leaving the country,"London, England",No,0,3
zaraki921,zaraki921,,125,1672,Tue Nov 08 23:59:58 +0000 2016,RT @wikileaks: Assange statement: What are the reasons behind WikiLeaks exposures of the DNC and the Clinton campaign? https://t.co/Q6KEChq,,Yes,7275,0
Janel Hollins12/20,_LookDontTouch,"Why Are You Paying So Much Attention To A Life That Is NOT Free? I Don't Glorify Shxt Bcuz If I Didn't Get Them, They Woulda Got Me! -Tsu Surf",1499,1093,Tue Nov 08 23:59:58 +0000 2016,RT @blackvoices: Twitter turned election day into #ObamaDay to celebrate the first family https://t.co/vwUSM6Twom https://t.co/KpmapCx1pk,"Chicago, IL",Yes,124,0
kayla,okayykaylaaa,'16,361,330,Tue Nov 08 23:59:58 +0000 2016,"RT @StephenKing: The ugliest election in living memory is almost over, but the polls are still open. VOTE, PEOPLE. Do your job.",King Kai's Planet,Yes,8338,0
CELEBUZZ,CELEBUZZ,"Celebrity news, photos, features, and just the right amount of shade.

Subscribe to our #Celebuzzd Podcast: https://t.co/sY8mcQJLJ4",784375,14700,Tue Nov 08 23:59:58 +0000 2016,All of these celebrities voted. (Have you?) See a gallery of their voting selfies: https://t.co/ylspzRVx9c https://t.co/nvrkkiywcv,New York + Hollywood,No,1,6
