User,Username,User Description,Followers Count,Friends Count,Time,Tweet,Location,Retweeted Tweet,Retweet Count,Fav Count
HURRICANEPAUL,HURRICANEPAUL,65 year old 'local haole' Surf Bum & Visionary - born & raised in Hawaii -- ^^^ That's me surfing Waikiki 6 yrs. ago when I was 59,601,218,Mon Dec 12 03:13:33 +0000 2016,".@chelseahandler You believed the #FakeNews from @HuffingtonPost that said ""Hillary's chances of winning is 98% to Trump's 2%""

LOL

#Stupid",Kailua Hawaii,No,0,0
SharingTheNewsand,My2cents17,,110,162,Mon Dec 12 03:13:33 +0000 2016,"RT @nia4_trump: #FridayFeeling Hillary emerged 3 times since her crushing defeat, always wearing purple, the color of Rebellion &amp; Power.  V",,Yes,381,0
Lin Bennett,LinBennett,"Representative, SCHouse 114, Christian, Wife, Mother, Grandmother, past CCGOP Chair, Past SCGOP 1st Vice Chair",2438,2229,Mon Dec 12 03:13:33 +0000 2016,"RT @FoxNews: .@AllenWest: ""It was President Obama, along with Hillary Clinton, that came up with the 'Russian reset button.'"" @JudgeJeanine","Charleston, SC ",Yes,475,0
Ginger Joy,GingerJoy98,"Policywonk, former Hill staffer, frustrated American voter. Seeking decency and respect in civic life. No, this is not a porn account. Yes, I do have red hair.",36,192,Mon Dec 12 03:13:32 +0000 2016,The crazies are running the country. Where are the Dems on Russia hacking?  They need to Benghazi the Republicans l https://t.co/XfzJcpO3aR,"Washington, DC",No,0,0
Tia Mays,tlalmays,"Zeta Phi Beta Sorority Inc., Mother, Doing All Things Through Christ",23,1261,Mon Dec 12 03:13:32 +0000 2016,"RT @Lrihendry: If Russia is the enemy, why didn't anyone look into why Hillary sold 20% of our uranium to them! #FakeNewsChallenge @realDon","Des Moines, IA",Yes,1510,0
Val Farrelly ,valfarly,"Writer / Producer / Digital Content Maven.
Recovering news & social media junkie. Tweets on: TV, movies, news, politics, culture & football. Real Irish-American",2078,4997,Mon Dec 12 03:13:32 +0000 2016,"RT @ericgarland: Hillary, for her part, gives a brief and all-too-calm speech and goes hiking. 

Probably the best move on the board.","San Francisco, CA",Yes,191,0
Brother Eddy,BrotherEddy,Exposing the hypocrisy of MSM and elites.,30,70,Mon Dec 12 03:13:32 +0000 2016,@CNN how is Hillary not #1 Hero to CNN?,Earth,No,0,0
Carolina Brenna,carolina_brenna,Part-Time Administrative Assistant @ Saint Mary's Center,1154,2367,Mon Dec 12 03:13:32 +0000 2016,"RT @phil200269: What if the election hadn't been hacked?

What if Hillary hadn't stole the nomination?

What if Obama hadn't given rise to","Berlin,NJ",Yes,53,0
Not Your Llama,Llama_Chameleon,"Queer, intersectional feminist. #BlackLivesMatter",470,422,Mon Dec 12 03:13:31 +0000 2016,RT @bruce_arthur: Fun: imagine Hillary was elected with Russian help and gave donors cabinet posts and kept the Clinton Foundation and went,The Resistance,Yes,10244,0
MAGA Nancy ,LVNancy,I am  #Assyrian an American #Patriot #ProLife #2A Election2016 our FINAL chance #MAGA  Putting me on a List = Blocked,19682,4025,Mon Dec 12 03:13:31 +0000 2016,RT @LeahR77: Tweedle Dee &amp; Tweedle Dumb @SenJohnMcCain  &amp; @LindseyGrahamSC Should Be Investigating Hillary's Home Brewed Server #FakeNews #, #WeAreN   ,Yes,319,0
wholesomefamilyfun,wit_or_whatever,a girl can never truly love a man who listens to Phil Collins,339,1074,Mon Dec 12 03:13:31 +0000 2016,RT @kashanacauley: It's a shame Hillary didn't connect with white Russian working class voters.,,Yes,1879,0
smlyc,smlyc,That's unfortunate. Conference!,133,235,Mon Dec 12 03:13:30 +0000 2016,"RT @ericgarland: I'm from Vermont and have known Bernie forever, so I'm very surprised, but everyone kinda likes it. 

Hillary wins anyhow.","NYC, or elsewhere",Yes,58,0
Kevin,Inked1BNA,"Philly boy stuck in the deep south. X USNavy MassCommunicationsOfficer, #UnitedBue Titans, Predators Eagle's Flyers HUGE  @FrankWychek1 the biggest !",1710,2219,Mon Dec 12 03:13:30 +0000 2016,RT @Im_ConnorKelley: @realDonaldTrump @FoxNews Hillary won by 2.83 million votes,,Yes,33,0
Jonathan Jewel,jonathanjewel,Liberal fighting Trump tyranny via Twitter & protests / Header photo dark until Trump out of office,9897,9313,Mon Dec 12 03:13:30 +0000 2016,"RT @TheBaxterBean: REMINDER: Hillary Clinton lost Michigan by only 10,704 votes. Detroit has 513,000 registered voters &amp; turnout declined (",,Yes,98,0
JmyNAMEisJILL,JmyNAMEisJILL,Proud to have Donald J.Trump as my next president. Optimistic about changes in this country and in this world. #MAGA,2360,3050,Mon Dec 12 03:13:30 +0000 2016,"@JoelNihlean @danfelix82 @justinhendrix @realDonaldTrump 
This all could have been avoided if Hillary would have been honest about Benghazi.",Real Life,No,0,0
Dia de los Tacos,EpilepticHorse,Just your run of the mill simian trying to carve out an existence for himself. Vent: @gorillawarfar3s,94,383,Mon Dec 12 03:13:30 +0000 2016,@NotWesleyWelker @blamemarktjan @PicardTips no the EC is not democratic. T\he people already voted and hillary came out ahead,"Chico, CA",No,0,0
AnnePst gab.ai/annie,PatrioticAnnie,I'm ready to Make America Great Again.  https://t.co/qXKugzpfPX,272,670,Mon Dec 12 03:13:30 +0000 2016,"RT @Cernovich: Do you trust agents within the CIA, who are Hillary Clinton and Obama loyalists, to tell the truth?",Michigan,Yes,360,0
Myles JS,theidealtwit,"Christian, Calvinist, Conservative, Constitutionalist, Compassionate Capitalist, Comedian",4318,4964,Mon Dec 12 03:13:29 +0000 2016,"RT @asamjulian: It wasnt Russia, nor Comey. Hillary was an unlikable, uninspiring sociopath w/ no message and multiple legal problems. IT",USA,Yes,1098,0
natalie,nataliedeedah,"california girl in the south. live life out loud, be authentic. viva MY vida, the Dodgers & Lakers",895,995,Mon Dec 12 03:13:29 +0000 2016,"RT @CronkiteSays: REAL NEWS
We've completed an extensive analysis into why Hillary lost and have determined Hillary caused Hillary to lose",United States,Yes,429,0
Dragones de Acero,DragonPatriota,#ObamaDerogaElDecretoYa,4303,4718,Mon Dec 12 03:13:27 +0000 2016,"@aqualife2009 que se pronuncie Obama SOS malandros. Help us OTAN, help us Hillary
Ah verdad que gano trump .",,No,0,0
Carolyn Kenney,go4gin,"Mohawk Indian, conservative who wants her Country back! #WAAR! I follow and unfollow back. #MakeDCListen , #moln, #ORPUW, #SisterPatriots #Glock",7711,7522,Mon Dec 12 03:13:27 +0000 2016,"RT @steph93065: To all the crazies following the Russian/Trump thing...
Trump didn't give Russia enough uranium to nuke the entire world...",NC and Canada,Yes,1498,0
Seor Pepe,NorCal_510,"#OAKLAND raised, American, #LatinosForTrump, California (The BAY!), jiu jitsu, boxing, outdoors, sports, mma, Latino Shitlord from the hood. LOL @ SJWs #MAGA",366,456,Mon Dec 12 03:13:27 +0000 2016,RT @StefanMolyneux: Cant wait for Dem investigation to figure out how Russian hackerz (TM) forced Hillary to take millions in Saudi money.,"Bay Area, California",Yes,1714,0
blanca - vetsgogreen,kingvideo123,never clintrump \ @jillstein \ 82 airborne vet  \  retired \ real estate investor \  anti war \ free Palestine\Merchant marines.\ love animals,2025,3214,Mon Dec 12 03:13:27 +0000 2016,"RT @RealTimBlack: Hillary tried to buy the Presidency and failed. Now, how about you tweet about something important like fixing Flint's Wa",United States,Yes,396,0
Just Quoting,dailydishwater,"movies, reluctant politics, voted for Obama, voting for Hillary next, generally disbelieving Andrew Sullivan",321,657,Mon Dec 12 03:13:27 +0000 2016,RT @matthewamiller: It will be news to Hillary Clinton that the FBI will not draw inferences about things it can't prove in court. https://,,Yes,2723,0
gab.ai/Suthernboy100,suthernboy100,"I'm gay and proud to vote for @RealDonaldTrump! Absolutely love our law enforcement, military men & women & our country ",4921,5150,Mon Dec 12 03:13:27 +0000 2016,RT @RepStevenSmith: Want to hear about what Hillary did in Libya from a real journalist? @wikileaks Julian Assange explains it in 2 minutes,Terminus,Yes,424,0
Dennis Smith,kcbaseballer50,"Oil & Gas Consultant, Husband, Father, Baseball Fan. Conservatarian.",765,717,Mon Dec 12 03:13:26 +0000 2016,"RT @CarmineZozzora: Fake news narrative check:

Russia is to blame for the fact that Hillary and the DNC and the MSM are completely corrupt","Katy, Texas",Yes,144,0
#TrumpTrumpsHillary,badger3030,Super guy. Social / Political Activist. Beach Bum  Rock* #Trump2016 #HelpingTrumpMakeUSAGreatAgain #1A #WakeUpAmerica #2A #ImWithAmerica #Victory #LetsMoveFwd,1808,1902,Mon Dec 12 03:13:26 +0000 2016,"RT @America_1st_: .@GovMikeHuckabee: ""It wasn't the Russians that beat them. It was a lack of ideas. It was Hillary being a very poor candi","Malibu, CA",Yes,243,0
Mark Rogers,Fitz5studio,"Green thumbs father, paint slinger, husband, trader - Investor and founder of Fitzstudio Fine Arts.",882,834,Mon Dec 12 03:13:25 +0000 2016,Anonymous   The End Of Hillary Clinton! https://t.co/lofaZIdnMx via @YouTube,USA,No,0,0
asteroid/plague2016,laughingat,I'm a real person.sad black girl.sub. #blacklivesmatter.womanist.23.sad eyes.I'm just the b*tch who makes the biscuits.I'm with the winning team ho.#LahkDisDove,565,471,Mon Dec 12 03:13:25 +0000 2016,"RT @Craigipedia: Remember all the geniuses who voted against Hillary because they hated ""the Clinton Dynasty""? https://t.co/rwJ4K9dlmO",Anytown USA,Yes,168,0
Todd Hawkins,lowki76,A democrat.  A progressive. Someone who wants to help create change. Not just a keyboard warrior.  Anti-Trump.,57,116,Mon Dec 12 03:13:25 +0000 2016,RT @JohnLeguizamo: Over 4 million have already asked the electoral college to elect @HillaryClinton as president on Dec 19. https://t.co/gh,"Smyrna, TN",Yes,59,0
anderson,lillyloveyy,"The world spent $1735 billion on war in 2012,  it would take  approximately $135 billion to totally eradicate poverty",775,654,Mon Dec 12 03:13:24 +0000 2016,The real reason Hillary Clinton is scolding Americans over fake news https://t.co/qlWn81p1Pq https://t.co/stxQbWKtbq,"Warsaw, Mazovia",No,0,0
gab.ai/SurvivorMed,SurvivorMed,Are you ready? What will you do when there is no clinic or hospital to take care of you? Your first aid kit is NOT going to cut it. #Survival #preppers #shtf,50248,46394,Mon Dec 12 03:13:24 +0000 2016,RT @MarkDice: Hillary Clinton Wasted 1.2 Billion Dollars on Her Presidential Campaign!    Here's the Report:  https://t.co/8L8KaEbUzR http,,Yes,164,0
CaseyLyn,clw4packers,"The great Awakening is upon us. Sometimes fake news isn't fake #PizzaGate 
Ever and Always
Seeking the truth.",3335,4904,Mon Dec 12 03:13:24 +0000 2016,RT @nypost: Hillary Clinton and her supporters spent twice as much as Donald Trump on her losing presidential campaign https://t.co/kPyf4Ns,United States,Yes,171,0
Pope Paschal II,PaschalII,The greatest man who ever served as Bishop of Rome 1099-1118,67,444,Mon Dec 12 03:13:24 +0000 2016,"@emptywheel For no reason, today I remembered this piece from primary season  https://t.co/beW9wSxjHG","St Paul, MN",No,0,0
lynda Joyce,ntvnyr173,moved out bec liberal chased me out of New York! no PC Bs from me ! don't like it don't follow me! Trump/ Pence supporter!# neverhillary follow me ntvnyr gab ai,5301,5254,Mon Dec 12 03:13:24 +0000 2016,RT @naniof_two: @_edwardmondini_ @ntvnyr173 How about someone start with SOS term + find $6 BILLION Hillary lost/donated to #ClintonFoundat,,Yes,1,0
MERRYCHRISTMAS,babysgramma,"MERRY CHRISTMAS*CHRISTMAS HOLIDAY*CHRISTMAS PARTY
",5694,264,Mon Dec 12 03:13:24 +0000 2016,"@StevenReyCristo @Nori_NYC
There is nothing childish about bashing Hillary. She's a liar and a traitor",,No,0,0
(((Louise Cherico))),thereallcherico,"Have lived nine lives and counting. prefers a good fight for justice over good sex. B-Day September 17, Constitution Day",291,725,Mon Dec 12 03:13:24 +0000 2016,"RT @DanielleMuscato: ""If Hillary Clinton won the election &amp; CIA report came out of foreign tampering, I'm sure @GOP'd be having exact same", A Life Long  New Yorker,Yes,67,0
Rachel B,VozdeRaquel,Opinionated woman and bird owner; proud Sports Atheist,79,49,Mon Dec 12 03:13:24 +0000 2016,"RT @DanielleMuscato: ""If Hillary Clinton won the election &amp; CIA report came out of foreign tampering, I'm sure @GOP'd be having exact same",Milky Way galaxy,Yes,67,0
Erin Pastore,erinpastore,"A really dorky English teacher, politics nerd, general sjw, and Mom
she/her",406,1174,Mon Dec 12 03:13:23 +0000 2016,"RT @ericgarland: Hillary, for her part, gives a brief and all-too-calm speech and goes hiking. 

Probably the best move on the board.",,Yes,191,0
Fernand Robichaud,Fern0947,,3,15,Mon Dec 12 03:13:23 +0000 2016,"@reckless_mind @TIME Move to California and bring Hillary with you, then go for walks on trails with her, apparently Secret Service is awol.",,No,0,0
Kimmer Jo ,Kimmerjo64,"Kimmerjo From New Jersey Raised in Butte / Anaconda Montana**Proud to have voted for TRUMP!! YES I DID!,GET OVER IT!",476,416,Mon Dec 12 03:13:23 +0000 2016,RT @StevePieczenik: luv #podestaspizza reference HELL o #America knows the scoop #Hillary have some dignity LEAVE #pizzagate https://t.co/w,New Jersey somewhere,Yes,158,0
peter donovan,gpnavonod,,409,831,Mon Dec 12 03:13:23 +0000 2016,RT @GodandtheBear: What about we don't want Hillary don't you understand? Try all you want you can't make me feel shame for her loss ever.,,Yes,1,0
Spiritual Warrior,JIanoale,Certified Life Coach. Motivational Speaker. Women's Rights Activist. LGBT Advocate. Humanitarian. Create the life you want.,511,1179,Mon Dec 12 03:13:23 +0000 2016,"@matthew1nelson1 Trump used you. No jobs, no wall, &amp; no jailing Hillary.  He told supporters recently I don't need your votes anymore.","California, USA",No,0,0
Jen unrepentantly,brownlegal,Family Law Attorney in Arizona. I love helping the community and finding ways to connect! Plus Hashtag Wars.,4691,4712,Mon Dec 12 03:13:23 +0000 2016,"RT @benschwartzy: It only took one FBI agent to ruin Nixon (Felt) and one to ruin Hillary (Comey). So, I'm very happy to see Trump making a",Tempe AZ,Yes,851,0
Paul Hayes,Hay09317403Paul,"Ret. coal miner& steel worker, Love Jesus, family, friends,gardening, woodworking, fishing, hunting, country. Married 48yrs",975,931,Mon Dec 12 03:13:22 +0000 2016,RT @_News_Trump: Forget Russia! Reince Priebus Just Pointed Out Why Hillary Really Lost! https://t.co/n8Igft8KNF https://t.co/W2ygPJAJbI,,Yes,5,0
Ann E McCormick,c38372346,"Proud daughter of Utah Beach vet; Fan of Mississippi River, classic Chevs & the Moody Blues; Conservative; Pro-Life; Proudly blocked by @alecbaldwin & @ppact",1030,2356,Mon Dec 12 03:13:22 +0000 2016,"RT @CarolineWalkerB: Hillary Whines About Fake News, So Rush Runs Special 90-Second Montage Just for Her https://t.co/0wgCVLKSQA https://t.",,Yes,16,0
TCA News Feed,TCANewsFeed,,4782,4882,Mon Dec 12 03:13:22 +0000 2016,RT Roger Stone: Florida #NeverTrump loser Ray Valdes = Crooked Hillary Clinton. He must be stopped. https://t.co/O5mkAkf9fM #Trump2016,,No,0,0
Lidia,lidia_lidiadim,,248,245,Mon Dec 12 03:13:22 +0000 2016,"RT @TCB_AK: On election night #Trump offered to buy Hillary's $7 million dollars worth of fireworks for 5 cents on the dollar! 
#Flashbac",,Yes,711,0
JerseyJohn,JerseyBoy323,Design/Build business for 30 years. Critical in the Hamilton private/public partnership for over 10 years. Mayor of Hamilton Twp. 5 yrs. Certified Paralegal,163,426,Mon Dec 12 03:13:22 +0000 2016,@ANOMALY1 @chuck270 @KellyannePolls  Hillary surrogate Chris Matthews is brainless-just still tearing @realDonaldTrump-he won #msnbc idiots.,"Hamilton, NJ",No,0,0
Scandalicious,scandallk,An open-minded man trying to make the journey as enjoyable and meaningful as possible. A seeker. A progressive. An American.,348,2264,Mon Dec 12 03:13:21 +0000 2016,RT @ScottyLiterati: Hillary dropped this exact same info about Russia in front of 66 million viewers in October. But I guess no one listene,,Yes,22262,0
Ann Stein,Yankees66y,Live life curious,145,396,Mon Dec 12 03:13:21 +0000 2016,"RT @bfraser747: ""It was PresidentObama, along with Hillary Clinton, that came up with the 'Russian reset button"" ~ @AllenWest

#JudgeJeani",Florida,Yes,201,0
Article50wolf,hartfordwolf,English ex-pat. #no2EU #eureferendum #UKIP #Brexit #Betteroffout #StopHillary,905,1172,Mon Dec 12 03:13:19 +0000 2016,RT @Ian56789: Remember when Russian Hackers forced Hillary to wipe her server after being served with a Congressional Sub Poena to preserve,,Yes,40,0
Patricia Henderson,Patrici01435181,"Christian wife, mother, grandmother. Lover of freedom and justice.",41,94,Mon Dec 12 03:13:18 +0000 2016,RT @gerfingerpoken: Enabler Hillarys Actions Speak Louder Than Trumps Words - Flopping Aces - https://t.co/zGKDjKzaBM-  https://t.co/Sl1,,Yes,2,0
Susan Stewart,SusanSt08942260,"Christian Conservative, Wife, Grandmother, Healthcare Worker, Love Vets, Sick of RINOs. Transplanted from Chicago to beautiful Arkansas - thank God!",1355,2189,Mon Dec 12 03:13:18 +0000 2016,RT @vivelafra: MEET THE AMATEUR: @ChuckTodd's buffoonish loyalty to #Hillary is beyond embarrassing &amp; destroys the credibility of @MeetTheP,,Yes,521,0
Yvonne Rem,VonnieR57,Major Big Mouth and Nasty Woman with too big a heart for my own good,97,84,Mon Dec 12 03:13:18 +0000 2016,RT @ScottyLiterati: Hillary dropped this exact same info about Russia in front of 66 million viewers in October. But I guess no one listene,"Washington, USA",Yes,22262,0
WSCP2,WSCP2,This is the Backup account for @WSCP1 Exposing the despotic Obama regime 24/7. Warning: fools & trolls are not suffered here. #1A #2A #TeaParty #tlot  ,4141,2770,Mon Dec 12 03:13:17 +0000 2016,FLASHBACK: Hillarys State Dept Refused to Brand Boko Haram as Terrorists https://t.co/jPCfobm50I #StopHillary #tcot #tlot #TeaParty #PJNet,http://patriotjournalist.com,No,0,0
Nancy,mswindy12,"I'm sarcastic, a little spastic,  & all around fantastic. I love my husband, my son and my family & friends. All the rest is gravy.",203,387,Mon Dec 12 03:13:17 +0000 2016,"RT @DanielleMuscato: ""If Hillary Clinton won the election &amp; CIA report came out of foreign tampering, I'm sure @GOP'd be having exact same",USA,Yes,67,0
Jake Z,jakezemp,,84,368,Mon Dec 12 03:13:17 +0000 2016,"RT @ericgarland: And now, the target for electoral mischief is enormous. Hillary is the most known quantity in America, with huge backstory.",,Yes,81,0
Patriots,gunsrus7,Advocate for Social Justice of Conservative Values and Freedom from Tyranny thru 2nd Amendment Rights,158,210,Mon Dec 12 03:13:16 +0000 2016,"@CDCollector23 Hillary had way more foreign support than Trump did. Soros, Saudi, Qatar, and others.",,No,0,0
paola,Paolalopez1971,"Christian, educated, American -Spanish Trump supporter",1732,853,Mon Dec 12 03:13:16 +0000 2016,RT @RogerJStoneJr: Florida #NeverTrump loser Ray Valdes = Crooked Hillary Clinton. He must be stopped. https://t.co/8Bnu81beCn,,Yes,27,0
Lisa Loves America,lisajeannemill1,"Conservative, Love family, my country, and animals. #KeepAmericansSafe #GodBlessAmerica, support #Vets #Constitution #Trump2016",2976,4943,Mon Dec 12 03:13:16 +0000 2016,"RT @EvelynWhiteGOP: WATCH  Hillary Calls For CENSORING Conservatives, Her Plan Is SICK https://t.co/5LMuaUi7Sw https://t.co/yrAQudJEOk",,Yes,3,0
Bob D.,bikerbd,Conservative,1695,1930,Mon Dec 12 03:13:16 +0000 2016,"RT @AndrewWMullins: Wait, whatt?? The Clinton campaign directly tried to get @morningmika pulled from her show for criticizing Hillary? htt",NJ,Yes,76,0
Jake Z,jakezemp,,84,368,Mon Dec 12 03:13:15 +0000 2016,"RT @ericgarland: I'm from Vermont and have known Bernie forever, so I'm very surprised, but everyone kinda likes it. 

Hillary wins anyhow.",,Yes,58,0
Jeff Gauvin,JeffersonObama,"Political Aficionado & Malfaisant. Art of War Wonk. Red Wine Bon Vivant. Hard Core Investor. Polls, Econometric Data, Elections. #WhiteRose",29492,9005,Mon Dec 12 03:13:14 +0000 2016,RT @6igyak: Hillary's body double was jealous so it faked being sick just to get back at her.  #BoltonFalseFlagExcuses,in Bin Phu,Yes,1,0
grahame ross lamb,allyssar1,"I follow odinn king ascended lord of asgard why? I had a vision in 1987 and of trump and Hillary and so far its is true
stjornar heilagur andar lavathur guthir",174,379,Mon Dec 12 03:13:14 +0000 2016,so wasting money on the recount would change the outcome how exactly...now Hillary lost twice and you justify it ho https://t.co/oIXlxFHihM,,No,0,0
Dan ,danieltobin,Tweeter of tweets. Retweets for purpose of Retweeting. Unfollows welcome. Misfit. Political Observationalist. Sometimes I write things. #DisloyalR,1841,392,Mon Dec 12 03:13:13 +0000 2016,RT @redsteeze: Russia wanted Trump. You know who else wanted Trump? Hillary &amp; our media. All three got what they wanted.,,Yes,193,0
Doug Bland,wolfy1169,"I'm a NavyNamVet,Brown Water & Blue Water Navy, Shellback University of Kentucky Wildcats, God, Family,Disco still sucks, I wish I coulda met Rodney Dangerfield",1931,3329,Mon Dec 12 03:13:13 +0000 2016,"RT @GaetaSusan: Dems, McCain &amp; Graham STOP spreading FAKE NEWS! Every Country hacked Hillary's Private Server! Blame Russia?? What about bl",,Yes,893,0
#BernieOrBust Carln,Carlene_Meyers,"As a nurse since 1994, I believe healthcare should be a right. We need money out of politics, production back in US & take care of the Earth. #BernieOrBust!",1150,480,Mon Dec 12 03:13:13 +0000 2016,"RT @ed_hooley: FLASHBACK VIDEO : Obama Busted on HOT MIC Making Secret Promises Russia https://t.co/thZymgbdUS
#maga #obama #hillary #imwit",,Yes,19,0
rockshout,rockshout,,38,221,Mon Dec 12 03:13:12 +0000 2016,RT @KailiJoy: Hillary Clinton's under no obligation to save us. She tried. And we screamed EMAILS!!!!!! and complained that she's just not,,Yes,122,0
Reject Idolatry,RejectIdolatry,"Christian. #RejectIdolatry If you are an Atheist struggling with doubt, remember that humble obedience comes first. Faith is a choice, not always a feeling.",388,902,Mon Dec 12 03:13:12 +0000 2016,"RT @JackPosobiec: Russia didn't cause Hillary to lose the entire Rust Belt and every swing state, her party's failed policies of socialist",United States,Yes,625,0
rabia chaudry,rabiasquared,"@USIP @NewAmerica @Undisclosedpod lawyer/agitator/#MrBeans lover. NY Times Bestselling Author of https://t.co/DIT91yZEfa 
Contact: https://t.co/tSGHTNZQB4",73285,1838,Mon Dec 12 03:13:12 +0000 2016,"RT @Craigipedia: Remember all the geniuses who voted against Hillary because they hated ""the Clinton Dynasty""? https://t.co/rwJ4K9dlmO",Washington DC ,Yes,168,0
Progressive Jill,ProgressiveJill,Socialist Activist /Radio Producer/Voice Actor-- Digital grassroots Media #NoDAPL #StillSanders,12828,5975,Mon Dec 12 03:13:12 +0000 2016,"RT @USDefenseWatch: Hillarys High Drag, Low Speed Campaign Cost a Whopping $1.2Billion https://t.co/Eo8Zi1PqoY https://t.co/J6wjcGfchx","Fargo, ND",Yes,4,0
Lee Martin,stickyfacts,"Christian Conservative, Constitution NRA, Stand With Israel. Kind Considerate,Friendly, Respectful and Understanding, I don't intend to be Politically Correct.",3481,2559,Mon Dec 12 03:13:10 +0000 2016,Hillary pleads to dismiss lawsuit against her https://t.co/9ciL3nu3bc,"Las Vegas, NV",No,0,1
Rick,hartzfeld_rick,Life member NRA. ultra conservative. all in for Trump No Lists. DEPLORABLE #PresidentTrump,747,169,Mon Dec 12 03:13:09 +0000 2016,"RT @MissLizzyNJ: Hillary Clinton, who accepted millions from Saudi Arabia &amp; Qatar, is suddenly concerned about foreign governments influenc",Kansas,Yes,406,0
Jesus Christ,Luminami_,"We love you, I love you. 

When casting acts bearing love's intentions, light is drawn to the heart. To make a world of light is our soul intention. 

Pray.",1826,82,Mon Dec 12 03:13:09 +0000 2016,@realDonaldTrump Offense is defense. Being offense towards criminal Hillary which still needs her investigation now that they all need to go,United States,No,0,0
David A. Keldsen,d_a_keldsen,"Software leader, writer, thinker, husband, father...in reverse order of importance. https://t.co/1qukY4qxVj",1267,2760,Mon Dec 12 03:13:08 +0000 2016,"RT @SheWhoVotes: If Hillary was complicit in Russian treason the way Donald is, I'd rightly turn on her. This should be unacceptable to *al",Earth,Yes,214,0
Debra,beckys1girl,,21,289,Mon Dec 12 03:13:08 +0000 2016,RT @MMFlint: Have you heard a ONE Dem leader scream about this? Imagine if Cuba hacked in to throw the election to Hillary? What would Repu,,Yes,2449,0
Lisa Watson,Millenniumistic,"NOT a Millennial.I block listers, nazis, porn spammers #TraitorTrump #Russiagate #GOPTraitors #LockThemUp  #Russiagate HRC is #POETUS or #CivilWar is guaranteed",1362,1035,Mon Dec 12 03:13:08 +0000 2016,"RT @brashsculptor1: Seriously, give ONE valid reason Hillary is not now our legal, duly elected PRESIDENT!
Welcome, #PresidentClinton ",Earth,Yes,1,0
Yvonne Rem,VonnieR57,Major Big Mouth and Nasty Woman with too big a heart for my own good,97,84,Mon Dec 12 03:13:08 +0000 2016,RT @DisavowTrump16: U.S. Concludes that Russia was involved in our election! RETWEET to to tell the Electoral College to vote for Hillary!,"Washington, USA",Yes,2729,0
The Hard Man,TheHardMan21,Leeds United fan. Packers fan. Mucker about.,800,1241,Mon Dec 12 03:13:08 +0000 2016,"RT @TheBaxterBean: REMINDER: Hillary Clinton lost Michigan by only 10,704 votes. Detroit has 513,000 registered voters &amp; turnout declined (",,Yes,97,0
Wolverines Dad,wolverines_dad,Love All Trust None/Single/Lover of the Christ/Determined to be forgiving while surrounded by liars and thieves,1882,2056,Mon Dec 12 03:13:07 +0000 2016,RT @DailyCaller: Some Hillary Clinton Donors Infuriated They Didnt Make The Cut For Thank-You Party https://t.co/P7eNNGThpl https://t.co/7,under the veil,Yes,69,0
Hell Epoque,PaxRoHannah,you'll probably mute me,274,245,Mon Dec 12 03:13:07 +0000 2016,RT @ScottyLiterati: Hillary dropped this exact same info about Russia in front of 66 million viewers in October. But I guess no one listene,my couch,Yes,22262,0
Jake Z,jakezemp,,84,368,Mon Dec 12 03:13:07 +0000 2016,"RT @ericgarland: The Democrats all debate who's going to get out of Hillary's way first, except for VERMONT'S OWN BERNIE SANDERS, who...get",,Yes,64,0
Trailer park atheist,tparkatheist,"I'm an atheist and I live in a trailer park.  No, really I do.",319,604,Mon Dec 12 03:13:06 +0000 2016,The Atheist in the Trailer Park  : Episode 130: Hillary and the Working Class https://t.co/jAyyOIVicX,TN,No,0,0
jayci,inallfandoms,i love elissa more than anything and you can call me garbage if you want,3225,976,Mon Dec 12 03:13:06 +0000 2016,RT @hillyanne23: I remember before high school everyone called me Hillary and now all I ever hear is Hill/Hilly and it makes me soooooo hap,being ugly,Yes,1,0
MissIndependence,whatnext20,,170,99,Mon Dec 12 03:13:05 +0000 2016,"RT @DanielleMuscato: ""If Hillary Clinton won the election &amp; CIA report came out of foreign tampering, I'm sure @GOP'd be having exact same",,Yes,67,0
James Dornan,nanrod98,,33,27,Mon Dec 12 03:13:05 +0000 2016,"RT @FoxNews: .@JudgeJeanine: ""We have a new Pres.-elect. His name is Donald J. Trump. So move over, Barack. Move over, Hillary."" https://t.",USA,Yes,1510,0
Deplorable Russell,exponuntmalum,RAD Fascist Leftards beware. Ill beat you down with the truth. Youll try to silence me and then run and hide like always. PC=BS #Trump2016 #leftardlosers,326,260,Mon Dec 12 03:13:04 +0000 2016,"RT @MissLizzyNJ: Hillary Clinton, who accepted millions from Saudi Arabia &amp; Qatar, is suddenly concerned about foreign governments influenc",,Yes,404,0
healthygirl26,healthygirl90,premed/ wellnessfreak/ foodie/yogi & newbie soulcycler & military brat ... Hawai'i ~ Kona girl studying on the rt coast,732,732,Mon Dec 12 03:13:04 +0000 2016,"RT @ericgarland: Hillary, for her part, gives a brief and all-too-calm speech and goes hiking. 

Probably the best move on the board.", ~ hawaii/cali girl :),Yes,191,0
robert lozano,lozanosunwest,,846,1210,Mon Dec 12 03:13:03 +0000 2016,"RT @CarmineZozzora: Nothing like the CIA saving all their Russia ""secret assessment"" stuff up until after ""shoo-in"" Hillary lost the electi",,Yes,271,0
